When the Morning Comes,A Great Big World,0.003767,0.616073,225.88,0.649339,3.6e-05,11,0.390864,-7.824,1,0.040473,126.912,4,0.387478
Oasis,A Great Big World,0.015214,0.584159,203.76,0.699214,0.0,5,0.249765,-5.138,1,0.034111,134.04,4,0.331045
All I Want Is Love,A Great Big World,0.062123,0.706219,191.85333,0.799293,0.0,1,0.063494,-4.65,1,0.025995,101.0,4,0.347099
Actin' Up,Jeremih,0.450318,0.472916,232.53333,0.328063,0.0,10,0.33692,-8.793,0,0.352694,59.701,4,0.382167
Impatient,Jeremih,0.15634,0.694871,245.52,0.412312,0.0,5,0.097904,-6.067,0,0.065732,179.056,4,0.47541
"Hold On, We're Going Home",Pia Mia,0.205074,0.680823,182.85946,0.552449,1e-05,6,0.098417,-7.167,1,0.05801,94.968,4,0.333512
Glass Heart,Jason Chen,0.021199,0.624498,235.12816,0.60299,1e-06,8,0.068074,-9.576,1,0.035105,119.973,4,0.474857
Holiday,Jason Chen,0.107395,0.674126,188.1356,0.654255,0.0,0,0.14203,-9.282,1,0.034502,118.051,4,0.460152
Prisoner,Jordan Bratton,0.58948,0.638964,200.72,0.359792,0.0,9,0.354374,-9.079,0,0.178603,74.93,4,0.569021
Hotline Bling,William Singe,0.270718,0.705451,148.27102,0.374281,0.0,2,0.092759,-9.976,1,0.140326,116.823,4,0.16491
Let It Go,Idina Menzel,0.555648,0.547745,223.84,0.48168,0.0,8,0.122364,-6.861,1,0.030589,136.926,4,0.379536
Touch,Troye Sivan,0.011112,0.511604,217.21619,0.604564,0.001095,6,0.145914,-7.756,1,0.042779,78.089,4,0.232982
TALK ME DOWN,Troye Sivan,0.156575,0.270095,237.4644,0.777852,0.000171,6,0.122273,-6.91,1,0.08832,173.396,4,0.32038
FOOLS,Troye Sivan,0.190875,0.31716,220.40263,0.693796,0.0,10,0.152909,-5.545,1,0.063841,88.781,4,0.331925
YOUTH,Troye Sivan,0.05262,0.626575,185.19401,0.74946,0.0,7,0.076281,-4.453,1,0.041459,91.522,4,0.565315
Express Yourself (Remastered Version),Charles Wright & The Watts 103rd Street Rhythm Band,0.304978,0.461029,229.65333,0.818352,0.0,8,0.266127,-8.482,1,0.125122,92.305,4,0.739338
WILD,Troye Sivan,0.004515,0.510692,228.86667,0.669671,0.0,0,0.319236,-6.109,0,0.065086,89.97,4,0.321509
Give Me Something,Jarryd James,0.125844,0.578762,191.11587,0.661054,0.0,1,0.095074,-7.182,1,0.044762,86.002,4,0.896598
Everybody Talks,Neon Trees,0.002901,0.466178,178.30898,0.913234,0.0,8,0.271489,-4.689,1,0.053574,154.923,4,0.77943
Over And Over Again,Nathan Sykes,0.005042,0.695052,403.12454,0.604914,0.000553,5,0.161103,-12.088,0,0.031757,127.998,4,0.457022
For Us (feat. Briana Marela),Odesza,0.1001,0.412557,349.09088,0.556557,0.105435,9,0.21759,-7.622,0,0.034578,110.028,4,0.053262
Echoes (feat. Py),Odesza,0.001987,0.507081,264.0,0.520291,0.305091,2,0.08601,-8.92,1,0.038896,139.918,4,0.076342
Kusanagi,Odesza,0.494043,0.415031,208.0,0.32783,0.445019,0,0.163924,-8.305,1,0.029506,74.947,4,0.040564
All We Need feat. Shy Girls (Dzeko & Torres Remix),Odesza,0.00366,0.593938,262.5,0.903201,0.07091,9,0.504358,-3.883,1,0.063136,127.976,4,0.670919
Say My Name (feat. Zyra),Odesza,0.150636,0.765816,264.95202,0.637614,0.00677,6,0.080883,-7.91,0,0.212656,115.065,4,0.261303
Sax,Fleur East,0.208735,0.609428,237.86667,0.772265,0.0,4,0.438279,-10.522,1,0.386623,117.763,4,0.805953
Hyde,Astrid S,0.253083,0.688896,191.81937,0.405222,0.000583,5,0.614417,-8.994,1,0.03592,109.969,4,0.212563
Ignition / Do You... (Mashup),Phoebe Ryan,0.527184,0.556976,221.83642,0.571751,2.7e-05,2,0.175091,-8.791,1,0.029375,135.031,4,0.371464
Higher (feat. B.o.B),Classified,0.00425,0.685799,213.602,0.761633,0.0,2,0.104373,-5.409,1,0.071939,92.218,4,0.330275
Somebody Loves You,Charlie Wilson,0.024597,0.759731,209.77333,0.793327,0.0,1,0.040957,-4.022,1,0.053256,117.493,4,0.842959
